Goal Code,Goal Label,Goal Description ,Target Code,Target Description,Indicator Code,Indicator Reference,Indicator Description,Series Release,Tags,Series Code,Series Description,Geographic Area Code,Geographic Area Name,Geographic Area Level,Parent Geographic Area Code,Parent Geographic Area Name,Geographic Area Type,X,Y,ISO Code,Is UN Member,Has Country Proile,Sex Code,Sex Desc,Unit Multiplier,Units Code,Units Desc,Time Series Id,Time Series Keys,Number of Years Available,Earliest Year Available,Latest Year Available,Available Years,Value 2000,Value 2001,Value 2002,Value 2003,Value 2004,Value 2005,Value 2006,Value 2007,Value 2008,Value 2009,Value 2010,Value 2011,Value 2012,Value 2013,Value 2014,Value 2015,Value 2016,Value 2017,Value 2018,Value 2019,Value 2020,Value 2021,Latest Value,Footnotes,Nature,ObjectId,x2,y2
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),218,Ecuador,4,5,South America,Country,-78.37005241,-1.447785891,ECU,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",17.36,14.63,14.63,16,16,16,16,25,25,27.63,32.26,32.26,32.26,32.26,41.61,41.61,41.61,41.61,37.96,37.96,39.42,39.42,39.42,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,55,-8724114.32772336,-161183.941833688
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),818,Egypt,4,15,Northern Africa,Country,29.77468534,26.57438204,EGY,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,6,2016,2021,"[2016, 2017, 2018, 2019, 2020, 2021]",,,,,,,,,,,,,,,,,14.93,14.93,14.93,14.93,15.1,27.41,27.41,"[2016-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,56,3314502.81057875,3070396.30316771
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),222,El Salvador,4,13,Central America,Country,-88.86862995,13.73603564,SLV,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",16.67,9.52,9.52,9.52,10.71,10.71,10.71,16.67,16.67,19.05,19.05,19.05,19.05,26.19,26.19,27.38,32.14,32.14,32.14,30.95,33.33,33.33,33.33,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,57,-9892810.63352986,1543949.88033857
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),226,Equatorial Guinea,4,17,Middle Africa,Country,10.46535826,1.565792376,GNQ,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",5,5,5,5,5,18,18,18,18,6,10,10,10,10,24,24,24,24,20,20,21,23,23,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,58,1164998.35247238,174324.909913391
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),232,Eritrea,4,14,Eastern Africa,Country,38.11074289,16.12894644,ERI,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,21,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2021]",14.67,14.67,14.67,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,0,0,[2000-2019]: Annual data as of 1 Feb of given year. // [2021]: Lower Chamber or Unicameral not functioning as of 1 Jan 2021,C: Country data,59,4242468.49226817,1819660.31952749
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),233,Estonia,5,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",17.82,17.82,17.82,17.82,18.81,18.81,18.81,18.81,20.79,20.79,22.77,22.77,19.8,20.79,19,19.8,23.76,26.73,26.73,28.71,28.71,27.72,27.72,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,60,2876599.70467138,8112585.0750133
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),748,Eswatini,4,18,Southern Africa,Country,31.50149288,-26.56471011,SWZ,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",3.08,3.08,3.08,3.08,10.77,10.77,10.77,10.77,10.77,13.85,13.64,13.64,13.64,13.64,6.15,6.15,6.15,6.15,6.15,7.25,9.59,9.59,9.59,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,61,3506730.14662953,-3069192.49745466
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),231,Ethiopia,4,14,Eastern Africa,Country,39.63505296,8.631223181,ETH,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",2.03,7.69,7.68,7.68,7.68,7.68,21.43,21.93,21.93,21.93,21.93,27.79,27.79,27.79,27.79,27.79,38.76,38.76,38.76,38.76,38.76,38.76,38.76,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,62,4412153.91307163,964478.180592867
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),242,Fiji,4,543,Oceania (exc. Australia and New Zealand),Country,177.9660884,-17.83301566,FJI,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,13,2000,2021,"[2000, 2002, 2003, 2004, 2005, 2006, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",11.27,,5.71,5.71,5.71,8.45,8.45,,,,,,,,,14,16,16,16,19.61,19.61,21.57,21.57,"[2000,2002-2006,2015-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,63,19811094.3391587,-2018012.54249251
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),242,Fiji,4,543,Oceania (exc. Australia and New Zealand),Country,177.9660884,-17.83301566,FJI,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,13,2000,2021,"[2000, 2002, 2003, 2004, 2005, 2006, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",11.27,,5.71,5.71,5.71,8.45,8.45,,,,,,,,,14,16,16,16,19.61,19.61,21.57,21.57,"[2000,2002-2006,2015-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,64,19811094.3391587,-2018012.54249251
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),246,Finland,5,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",37,36.5,36.5,36.5,37.5,37.5,37.5,38,41.5,41.5,40,40,42.5,42.5,42.5,42.5,41.5,42,42,41.5,46,46,46,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,65,2594684.45122201,8839221.05012478
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),250,France,5,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",10.92,10.92,10.92,12.2,12.2,12.2,12.2,12.2,18.2,18.2,18.89,18.89,18.89,26.86,26.17,26.17,26.17,25.82,38.99,39.69,39.51,39.51,39.51,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,66,273544.063252636,5881338.64408347
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),266,Gabon,4,17,Middle Africa,Country,11.78727747,-0.60687619,GAB,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,21,2000,2021,"[2000, 2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",8.33,9.17,,9.24,9.24,9.24,9.24,12.5,16.67,16.67,14.66,14.66,15.79,15.79,15,14.17,14.17,17.09,17.09,17.91,14.79,16.2,16.2,"[2000-2001,2003-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,67,1312153.72579943,-67558.4116891568
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),270,Gambia,4,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",2.04,2.04,13.21,13.21,13.21,13.21,13.21,9.43,9.43,9.43,7.55,7.55,7.55,7.55,9.43,9.43,9.43,9.43,10.34,10.34,8.62,8.62,8.62,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,68,-1714258.69315957,1511529.62771565
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),268,Georgia,4,145,Western Asia,Country,43.3713615,42.04813028,GEO,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",7.23,7.23,7.23,7.23,7.23,9.36,9.36,9.36,9.36,6,5.11,6.52,6.57,12,12,11.33,11.33,16,16,14.77,14.09,20.67,20.67,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,69,4828077.87719099,5168191.85538542
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),276,Germany,5,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",30.94,30.94,31.68,32.17,32.17,32.78,31.76,31.6,31.65,32.19,32.8,32.8,32.9,32.9,36.45,36.45,36.45,36.98,30.75,30.89,31.17,31.45,31.45,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,70,1155563.84083729,6636985.88749925
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),288,Ghana,4,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",9,9,9,9,9,10.87,10.87,10.87,10.87,7.89,8.26,8.26,8.26,10.26,10.91,10.91,10.91,12.73,12.73,13.09,13.09,14.55,14.55,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,71,-134209.396557433,889509.797580882
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),300,Greece,5,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",6.33,8.67,8.67,8.67,8.67,14,13,13,14.67,14.67,17.33,17.33,18.67,21,21,23,19.67,18.33,18.33,18.67,20.67,21.67,21.67,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,72,2513936.77356104,4789655.72393772
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),308,Grenada,4,29,Caribbean,Country,-61.68248568,12.11238395,GRD,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",26.67,26.67,26.67,26.67,26.67,26.67,26.67,26.67,26.67,13.33,13.33,13.33,13.33,13.33,33.33,33.33,33.33,33.33,33.33,46.67,46.67,46.67,46.67,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,73,-6866462.89676099,1358501.10022156
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),320,Guatemala,4,13,Central America,Country,-91.2312746,15.00273719,GTM,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",7.08,8.85,8.85,8.85,8.23,8.23,8.23,8.23,12.03,12.03,12.03,12.03,13.29,13.29,13.29,13.29,13.92,12.66,12.66,18.99,18.99,19.38,19.38,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,74,-10155819.0328933,1689515.59296782
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),324,Guinea,4,11,Western Africa,Country,-11.28173419,11.00210343,GIN,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,17,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",8.77,8.77,8.77,19.3,19.3,19.3,19.3,19.3,19.3,,,,,,21.93,21.93,21.93,21.93,21.93,22.81,22.81,16.67,16.67,"[2000-2008,2014-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,75,-1255876.90529586,1232345.33807015
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),624,Guinea-Bissau,4,11,Western Africa,Country,-14.40182514,12.11760394,GNB,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,21,2000,2021,"[2000, 2001, 2002, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",7.84,7.84,7.84,7.84,,14,14,14,14,10,10,10,10,14,11,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,"[2000-2003,2005-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,76,-1603203.84107857,1359095.4234101
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),328,Guyana,4,5,South America,Country,-58.97322037,4.788012784,GUY,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",18.46,18.46,20,20,20,30.77,30.77,28.99,28.99,30,30,30,31.34,31.34,31.34,31.34,30.43,31.88,31.88,31.88,34.78,35.71,35.71,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,77,-6564868.86202791,533620.585718852
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),332,Haiti,4,29,Caribbean,Country,-72.33640958,18.40426539,HTI,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",3.61,3.61,3.61,3.61,3.61,3.61,3.61,4.08,4.08,4.08,4.08,11.11,4.21,4.21,4.21,4.21,0,2.56,2.54,2.54,2.54,0,0,[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. | The term of all members in the 119-member Chamber of Deputies and 20 of 30 senators expired on 13 January 2020. There are currently only 10 sitting senators. // [2021]: Lower Chamber or Unicameral not functioning as of 1 Jan 2021.,C: Country data,78,-8052452.28025928,2084921.81390481
